what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378736584158
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1378736585087
started,bundle,org.eclipse.wst.xsl.exslt.core,1.0.0.v201005240426,"org.eclipse.wst.xsl.exslt.core",1378736641972
started,bundle,org.eclipse.wst.internet.cache,1.0.400.v201004280700,"org.eclipse.wst.internet.cache",1378736642394
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1378736645539
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378736653055
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378736675603
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378736698483
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1378736699726
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378736710076
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378736718323
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378736728821
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378736730450
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378736731114
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378737437730
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378737439979
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1378737455487
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1378737455522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378737484314
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378737500246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378737517487
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1378737524211
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1378737526336
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1378737712482
