what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261125640
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261125841
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261142958
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261152550
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261157749
activated,view,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.ui.ServersView",1401261202783
executed,command,org.eclipse.wst.server.ui,1.1.207.v20110119,"org.eclipse.wst.server.run",1401261202878
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1401261206106
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261211531
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261212944
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261246101
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261247734
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261247988
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261248204
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261257595
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261258922
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261258995
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261259066
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261288418
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261384793
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261400248
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261406827
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261432959
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261517218
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1401261565105
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261568248
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261569719
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261595512
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261596696
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261626866
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261628147
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1401261649907
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1401261650982
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261656618
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261658813
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261659004
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261659211
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261669093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261669165
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261684711
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261686375
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261686568
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261686657
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261689987
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261690068
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261693092
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1401261710284
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261715803
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261719313
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261722583
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1401261748707
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261756914
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261758702
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261758895
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261758981
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261766415
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261766491
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261790575
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1401261842246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261846879
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261848100
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261879521
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261881460
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261883526
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1401261907652
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261909787
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1401261930562
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1401261932746
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1401261956649
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401261970301
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1401261985247
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261990406
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1401261991408
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262008047
error,log,,,"IStructuredDocumentRegion management failed.",1401262027811
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1401262027898
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1401262030886
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262037774
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262061083
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1401262062636
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262067118
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1401262108579
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262110991
error,log,,,"IStructuredDocumentRegion management failed.",1401262122875
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1401262122957
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1401262125609
executed,command,,,"AUTOGEN:::org.eclipse.jst.jsp.core.jspsource.ruler.actions/org.eclipse.ui.texteditor.SelectRulerAction",1401262131196
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1401262134216
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262137312
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262148021
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262148789
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262151418
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262169702
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262172545
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262200652
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262200745
closed,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1401262200780
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1401262204051
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1401262206209
